Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),Revenue ($),Cost_Per_Student ($),Difficulty_Level,Completion_Status
281,Course_281,AI,45,3541,61.41,Udemy,189.39,3.87,670629.99,0.05,Medium,Moderate
282,Course_282,Data Science,49,197,61.99,Udemy,158.53,3.08,31230.41,0.8,Medium,Moderate
283,Course_283,Business,97,792,73.58,Udemy,189.92,3.34,150416.64,0.24,Long,High
284,Course_284,Office Tools,22,4289,50.18,Coursera,123.65,4.51,530334.85,0.03,Medium,Moderate
285,Course_285,Data Science,97,324,60.4,Coursera,56.33,3.84,18250.92,0.17,Long,Moderate
286,Course_286,Data Science,98,3497,53.81,Udemy,194.0,3.42,678418.0,0.06,Long,Moderate
287,Course_287,Finance,93,2716,99.54,edX,195.91,4.93,532091.56,0.07,Long,High
288,Course_288,Programming,98,396,83.49,edX,103.71,3.18,41069.16,0.26,Long,High
289,Course_289,AI,93,2131,73.14,Coursera,175.83,3.88,374693.73,0.08,Long,High
290,Course_290,Marketing,31,2406,79.96,edX,168.8,4.71,406132.8,0.07,Medium,High
291,Course_291,Data Science,28,384,62.36,Udemy,28.16,4.08,10813.44,0.07,Medium,Moderate
292,Course_292,Technology,66,3555,93.1,edX,16.51,3.33,58693.05,0.0,Long,High
293,Course_293,Office Tools,79,4685,62.54,Coursera,129.95,3.35,608815.75,0.03,Long,Moderate
294,Course_294,Data Science,14,1922,85.99,edX,71.74,3.82,137884.28,0.04,Short,High
295,Course_295,Data Science,21,4695,84.31,Udemy,180.2,4.05,846039.0,0.04,Medium,High
296,Course_296,Marketing,55,4619,67.92,LinkedIn Learning,190.38,3.79,879365.22,0.04,Long,Moderate
297,Course_297,AI,85,3552,71.77,LinkedIn Learning,83.36,4.03,296094.72,0.02,Long,High
298,Course_298,Data Science,29,504,72.78,edX,112.09,3.11,56493.36,0.22,Medium,High
299,Course_299,Programming,98,1855,97.59,Coursera,130.41,3.49,241910.55,0.07,Long,High
300,Course_300,Programming,10,264,65.69,LinkedIn Learning,79.57,4.61,21006.48,0.3,Short,Moderate
301,Course_301,Marketing,59,1845,82.26,edX,90.1,3.23,166234.5,0.05,Long,High
302,Course_302,Design,77,2588,80.85,Coursera,182.84,3.63,473189.92,0.07,Long,High
303,Course_303,Technology,90,1203,77.3,Udemy,163.4,4.12,196570.2,0.14,Long,High
304,Course_304,Marketing,39,664,80.34,Coursera,28.39,4.24,18850.96,0.04,Medium,High
305,Course_305,Office Tools,36,1950,75.75,LinkedIn Learning,49.17,4.8,95881.5,0.03,Medium,High
306,Course_306,Design,44,4089,87.53,LinkedIn Learning,123.95,4.43,506831.55,0.03,Medium,High
307,Course_307,Marketing,85,607,76.54,LinkedIn Learning,125.59,4.09,76233.13,0.21,Long,High
308,Course_308,Technology,91,4224,84.45,Coursera,66.13,4.2,279333.12,0.02,Long,High
309,Course_309,Business,84,4181,56.53,edX,157.8,4.08,659761.8,0.04,Long,Moderate
310,Course_310,Technology,15,828,57.33,Udemy,182.66,3.13,151242.48,0.22,Short,Moderate
311,Course_311,Marketing,44,2507,91.39,LinkedIn Learning,88.8,3.76,222621.6,0.04,Medium,High
312,Course_312,Programming,30,2507,79.9,Coursera,171.4,4.31,429699.8,0.07,Medium,High
313,Course_313,Programming,99,3426,52.35,Udemy,152.03,3.29,520854.78,0.04,Long,Moderate
314,Course_314,Business,16,3167,86.33,edX,176.6,3.75,559292.2,0.06,Short,High
315,Course_315,Business,53,2770,85.66,LinkedIn Learning,38.08,4.49,105481.6,0.01,Long,High
316,Course_316,Technology,46,3582,60.48,Udemy,117.21,4.6,419846.22,0.03,Medium,Moderate
317,Course_317,AI,18,2750,97.2,LinkedIn Learning,152.02,3.73,418055.0,0.06,Short,High
318,Course_318,Technology,89,3600,96.27,LinkedIn Learning,128.05,4.74,460980.0,0.04,Long,High
319,Course_319,Data Science,17,3248,94.52,Udemy,92.77,4.92,301316.96,0.03,Short,High
320,Course_320,Marketing,87,4148,86.0,Coursera,68.49,4.58,284096.52,0.02,Long,High
321,Course_321,Business,53,4100,87.13,edX,52.44,4.83,215004.0,0.01,Long,High
322,Course_322,Business,12,4264,67.2,Udemy,89.96,4.29,383589.44,0.02,Short,Moderate
323,Course_323,Office Tools,56,1372,65.3,Coursera,65.67,3.91,90099.24,0.05,Long,Moderate
324,Course_324,Data Science,68,4401,58.75,edX,122.83,3.47,540574.83,0.03,Long,Moderate
325,Course_325,Finance,100,3861,54.45,Udemy,55.06,4.78,212586.66,0.01,Long,Moderate
326,Course_326,AI,21,4080,89.07,Udemy,115.91,4.27,472912.8,0.03,Medium,High
327,Course_327,AI,57,307,68.88,edX,170.89,4.18,52463.23,0.56,Long,Moderate
328,Course_328,Marketing,33,4238,54.13,LinkedIn Learning,42.2,3.28,178843.6,0.01,Medium,Moderate
329,Course_329,Marketing,82,1144,52.5,Coursera,145.71,4.29,166692.24,0.13,Long,Moderate
330,Course_330,Office Tools,97,2034,51.55,Coursera,133.69,4.63,271925.46,0.07,Long,Moderate
331,Course_331,Office Tools,65,1605,87.87,LinkedIn Learning,121.01,3.39,194221.05,0.08,Long,High
332,Course_332,Data Science,27,4341,78.33,edX,127.24,3.75,552348.84,0.03,Medium,High
333,Course_333,Office Tools,100,1834,53.86,Coursera,113.76,3.27,208635.84,0.06,Long,Moderate
334,Course_334,Business,41,4461,75.96,Udemy,47.86,3.08,213503.46,0.01,Medium,High
335,Course_335,Technology,25,522,58.62,Udemy,48.95,3.36,25551.9,0.09,Medium,Moderate
336,Course_336,Business,98,1331,92.01,LinkedIn Learning,150.6,4.46,200448.6,0.11,Long,High
337,Course_337,Business,87,1559,59.21,LinkedIn Learning,163.67,3.13,255161.53,0.1,Long,Moderate
338,Course_338,Marketing,25,882,78.97,Udemy,96.66,4.5,85254.12,0.11,Medium,High
339,Course_339,Technology,48,2523,89.8,LinkedIn Learning,139.06,4.75,350848.38,0.06,Medium,High
340,Course_340,AI,36,2454,99.99,Udemy,152.67,3.99,374652.18,0.06,Medium,High
341,Course_341,Marketing,51,4276,52.23,LinkedIn Learning,129.42,3.4,553399.92,0.03,Long,Moderate
342,Course_342,Office Tools,15,4092,56.04,edX,12.87,3.19,52664.04,0.0,Short,Moderate
343,Course_343,Finance,70,891,79.91,edX,126.85,3.19,113023.35,0.14,Long,High
344,Course_344,Technology,15,3588,58.07,Coursera,74.32,3.7,266660.16,0.02,Short,Moderate
345,Course_345,Finance,83,813,52.23,LinkedIn Learning,14.46,3.73,11755.98,0.02,Long,Moderate
346,Course_346,Design,45,3224,99.14,Coursera,96.24,3.06,310277.76,0.03,Medium,High
347,Course_347,Marketing,68,2661,98.87,Coursera,17.29,4.12,46008.69,0.01,Long,High
348,Course_348,Technology,16,419,89.71,Coursera,102.45,3.09,42926.55,0.24,Short,High
349,Course_349,Design,71,406,79.93,edX,165.04,4.11,67006.24,0.41,Long,High
350,Course_350,Data Science,58,892,93.41,Coursera,143.76,4.89,128233.92,0.16,Long,High
351,Course_351,Technology,78,4072,67.65,LinkedIn Learning,102.2,4.66,416158.4,0.03,Long,Moderate
352,Course_352,Design,26,3889,73.0,Coursera,188.24,4.56,732065.36,0.05,Medium,High
353,Course_353,Data Science,81,4331,76.59,Udemy,182.79,4.95,791663.49,0.04,Long,High
354,Course_354,Programming,40,3781,87.06,Udemy,137.99,4.0,521740.19,0.04,Medium,High
355,Course_355,Finance,10,4653,84.6,edX,30.92,3.57,143870.76,0.01,Short,High
356,Course_356,Finance,60,1510,71.38,LinkedIn Learning,39.21,3.77,59207.1,0.03,Long,High
357,Course_357,Programming,36,1717,99.03,Coursera,22.35,4.18,38374.95,0.01,Medium,High
358,Course_358,Technology,85,2591,74.72,LinkedIn Learning,129.72,3.52,336104.52,0.05,Long,High
359,Course_359,AI,68,1531,88.36,Udemy,173.25,3.06,265245.75,0.11,Long,High
360,Course_360,Design,10,654,53.85,edX,68.98,3.33,45112.92,0.11,Short,Moderate
361,Course_361,Data Science,32,134,85.02,LinkedIn Learning,98.29,4.31,13170.86,0.73,Medium,High
362,Course_362,Office Tools,12,1692,68.31,Udemy,142.01,4.85,240280.92,0.08,Short,Moderate
363,Course_363,Office Tools,99,655,65.25,edX,43.89,3.31,28747.95,0.07,Long,Moderate
364,Course_364,Finance,48,4676,89.29,Coursera,30.18,4.36,141121.68,0.01,Medium,High
365,Course_365,Business,96,1597,89.24,edX,171.81,3.73,274380.57,0.11,Long,High
366,Course_366,Office Tools,53,3862,59.95,LinkedIn Learning,71.44,3.29,275901.28,0.02,Long,Moderate
367,Course_367,Business,71,3847,53.08,LinkedIn Learning,67.65,4.55,260249.55,0.02,Long,Moderate
368,Course_368,Finance,69,2952,83.3,Udemy,16.76,3.42,49475.52,0.01,Long,High
369,Course_369,Business,55,1374,82.28,LinkedIn Learning,158.06,3.93,217174.44,0.12,Long,High
370,Course_370,AI,42,1878,51.2,Udemy,94.17,3.8,176851.26,0.05,Medium,Moderate
371,Course_371,AI,67,403,87.44,Udemy,25.75,4.5,10377.25,0.06,Long,High
372,Course_372,Programming,90,4734,95.68,Coursera,14.4,4.58,68169.6,0.0,Long,High
373,Course_373,Technology,47,1562,79.79,LinkedIn Learning,32.1,4.8,50140.2,0.02,Medium,High
374,Course_374,Marketing,60,2350,77.22,edX,112.18,3.95,263623.0,0.05,Long,High
375,Course_375,Finance,32,1291,77.4,edX,39.59,3.49,51110.69,0.03,Medium,High
376,Course_376,Design,80,436,83.22,edX,71.48,3.78,31165.28,0.16,Long,High
377,Course_377,Business,80,2608,70.05,LinkedIn Learning,148.51,3.68,387314.08,0.06,Long,High
378,Course_378,Data Science,69,2904,82.31,Udemy,120.69,3.12,350483.76,0.04,Long,High
379,Course_379,Office Tools,52,2447,58.86,Coursera,17.24,3.57,42186.28,0.01,Long,Moderate
380,Course_380,Office Tools,90,1559,90.95,Coursera,170.89,4.45,266417.51,0.11,Long,High
381,Course_381,AI,82,3628,90.87,LinkedIn Learning,79.49,4.4,288389.72,0.02,Long,High
382,Course_382,Finance,41,1615,73.32,LinkedIn Learning,42.68,3.92,68928.2,0.03,Medium,High
383,Course_383,Programming,18,731,79.43,edX,42.84,4.64,31316.04,0.06,Short,High
384,Course_384,AI,15,3941,53.99,Coursera,191.16,3.23,753361.56,0.05,Short,Moderate
385,Course_385,Design,77,406,89.13,edX,128.53,3.06,52183.18,0.32,Long,High
386,Course_386,Technology,15,1973,53.63,edX,22.78,3.33,44944.94,0.01,Short,Moderate
387,Course_387,Programming,35,2105,70.5,Coursera,195.2,3.94,410896.0,0.09,Medium,High
388,Course_388,Data Science,26,3634,63.29,edX,184.21,3.2,669419.14,0.05,Medium,Moderate
389,Course_389,Programming,79,645,87.97,LinkedIn Learning,81.15,3.25,52341.75,0.13,Long,High
390,Course_390,AI,27,248,61.41,edX,91.53,3.08,22699.44,0.37,Medium,Moderate
391,Course_391,Finance,86,1643,62.01,Coursera,141.5,4.76,232484.5,0.09,Long,Moderate
392,Course_392,Business,21,4648,51.36,edX,180.79,4.77,840311.92,0.04,Medium,Moderate
393,Course_393,Business,97,899,54.54,edX,112.02,4.88,100705.98,0.12,Long,Moderate
394,Course_394,AI,62,137,79.06,Udemy,132.28,4.17,18122.36,0.97,Long,High
395,Course_395,AI,29,2062,80.56,LinkedIn Learning,196.54,3.01,405265.48,0.1,Medium,High
396,Course_396,Finance,54,4999,90.32,LinkedIn Learning,98.99,3.08,494851.01,0.02,Long,High
397,Course_397,Technology,14,3960,85.88,LinkedIn Learning,63.24,4.61,250430.4,0.02,Short,High
398,Course_398,Office Tools,19,2344,97.71,LinkedIn Learning,51.41,4.97,120505.04,0.02,Short,High
399,Course_399,Finance,66,877,74.29,Coursera,188.79,3.41,165568.83,0.22,Long,High
400,Course_400,Design,58,208,92.73,edX,142.75,3.14,29692.0,0.69,Long,High
401,Course_401,Business,19,4157,53.28,Udemy,86.14,4.14,358083.98,0.02,Short,Moderate
402,Course_402,AI,34,1704,90.19,Udemy,18.58,3.19,31660.32,0.01,Medium,High
403,Course_403,Finance,76,701,88.84,Udemy,23.55,4.35,16508.55,0.03,Long,High
404,Course_404,Technology,46,290,80.18,Udemy,38.07,3.46,11040.3,0.13,Medium,High
405,Course_405,Design,31,1596,98.65,edX,137.72,3.3,219801.12,0.09,Medium,High
406,Course_406,AI,32,475,86.38,Coursera,37.38,3.34,17755.5,0.08,Medium,High
407,Course_407,AI,24,313,55.23,Udemy,105.81,4.89,33118.53,0.34,Medium,Moderate
408,Course_408,Office Tools,72,4927,57.64,LinkedIn Learning,139.87,3.0,689139.49,0.03,Long,Moderate
409,Course_409,AI,38,1033,53.73,Udemy,111.33,4.46,115003.89,0.11,Medium,Moderate
410,Course_410,Technology,99,1849,89.22,Udemy,132.92,3.4,245769.08,0.07,Long,High
411,Course_411,Business,11,3069,82.8,Coursera,170.03,3.82,521822.07,0.06,Short,High
412,Course_412,Office Tools,40,3217,50.34,edX,153.98,4.13,495353.66,0.05,Medium,Moderate
413,Course_413,AI,43,941,55.02,Coursera,63.86,4.42,60092.26,0.07,Medium,Moderate
414,Course_414,Marketing,19,2408,56.49,edX,167.25,3.48,402738.0,0.07,Short,Moderate
415,Course_415,Programming,45,3397,96.43,Udemy,94.92,4.1,322443.24,0.03,Medium,High
416,Course_416,AI,51,4614,54.42,Udemy,189.81,4.13,875783.34,0.04,Long,Moderate
417,Course_417,Office Tools,38,135,88.09,Coursera,178.37,4.3,24079.95,1.32,Medium,High
418,Course_418,Finance,74,459,97.92,edX,93.58,3.23,42953.22,0.2,Long,High
419,Course_419,AI,61,414,63.88,edX,92.72,4.95,38386.08,0.22,Long,Moderate
420,Course_420,Business,30,4393,62.09,Udemy,163.31,4.42,717420.83,0.04,Medium,Moderate
421,Course_421,Design,25,1514,94.31,edX,46.14,4.09,69855.96,0.03,Medium,High
422,Course_422,Data Science,45,3794,86.24,LinkedIn Learning,79.53,3.88,301736.82,0.02,Medium,High
423,Course_423,Business,46,3553,73.92,LinkedIn Learning,21.03,3.73,74719.59,0.01,Medium,High
424,Course_424,Office Tools,48,641,59.44,edX,57.53,3.09,36876.73,0.09,Medium,Moderate
425,Course_425,Design,47,2000,62.13,LinkedIn Learning,82.99,3.75,165980.0,0.04,Medium,Moderate
426,Course_426,Office Tools,32,4934,57.71,LinkedIn Learning,29.61,4.54,146095.74,0.01,Medium,Moderate
427,Course_427,Finance,83,2230,54.48,edX,40.14,4.68,89512.2,0.02,Long,Moderate
428,Course_428,Technology,18,1394,69.09,Coursera,120.42,4.1,167865.48,0.09,Short,Moderate
429,Course_429,Business,54,4099,55.32,Coursera,10.04,4.15,41153.96,0.0,Long,Moderate
430,Course_430,Technology,19,3333,69.71,Udemy,57.64,3.55,192114.12,0.02,Short,Moderate
431,Course_431,Marketing,47,1544,87.82,LinkedIn Learning,133.32,3.14,205846.08,0.09,Medium,High
432,Course_432,Office Tools,82,1763,86.68,Udemy,13.2,3.54,23271.6,0.01,Long,High
433,Course_433,Finance,15,4085,53.32,Udemy,180.81,4.96,738608.85,0.04,Short,Moderate
434,Course_434,Design,99,2125,63.56,Udemy,198.11,4.38,420983.75,0.09,Long,Moderate
435,Course_435,Business,12,3503,85.57,Udemy,23.67,4.92,82916.01,0.01,Short,High
436,Course_436,Marketing,50,3634,78.98,LinkedIn Learning,185.63,3.47,674579.42,0.05,Medium,High
437,Course_437,AI,13,3476,82.72,LinkedIn Learning,16.14,4.53,56102.64,0.0,Short,High
438,Course_438,Data Science,36,4302,51.66,LinkedIn Learning,46.64,4.1,200645.28,0.01,Medium,Moderate
439,Course_439,Data Science,68,2392,53.7,edX,82.51,4.84,197363.92,0.03,Long,Moderate
440,Course_440,Marketing,40,3585,89.0,LinkedIn Learning,144.03,3.64,516347.55,0.04,Medium,High
441,Course_441,Marketing,66,2424,74.39,LinkedIn Learning,97.1,4.44,235370.4,0.04,Long,High
442,Course_442,Programming,76,3453,75.92,Udemy,196.61,4.96,678894.33,0.06,Long,High
443,Course_443,Office Tools,80,2153,56.39,LinkedIn Learning,31.53,3.41,67884.09,0.01,Long,Moderate
444,Course_444,Design,61,3961,79.55,Udemy,109.7,3.69,434521.7,0.03,Long,High
445,Course_445,Office Tools,76,3412,83.34,LinkedIn Learning,27.28,3.6,93079.36,0.01,Long,High
446,Course_446,Marketing,38,3336,72.53,LinkedIn Learning,182.88,3.71,610087.68,0.05,Medium,High
447,Course_447,AI,85,2735,70.93,Udemy,111.75,3.07,305636.25,0.04,Long,High
448,Course_448,AI,53,4223,93.39,Coursera,165.21,4.38,697681.83,0.04,Long,High
449,Course_449,AI,69,1359,86.88,edX,101.13,4.86,137435.67,0.07,Long,High
450,Course_450,Data Science,70,1918,60.01,Coursera,162.62,4.01,311905.16,0.08,Long,Moderate
451,Course_451,Finance,93,1512,78.97,Udemy,72.31,4.52,109332.72,0.05,Long,High
452,Course_452,Business,52,3028,77.19,edX,50.61,3.97,153247.08,0.02,Long,High
453,Course_453,Marketing,24,1702,80.33,edX,154.07,4.47,262227.14,0.09,Medium,High
454,Course_454,Programming,28,2021,53.07,Coursera,48.81,4.27,98645.01,0.02,Medium,Moderate
455,Course_455,Design,80,665,89.67,Udemy,193.94,4.41,128970.1,0.29,Long,High
456,Course_456,Office Tools,84,4258,53.33,edX,188.76,3.52,803740.08,0.04,Long,Moderate
457,Course_457,Design,88,4959,86.83,Coursera,40.21,3.93,199401.39,0.01,Long,High
458,Course_458,Design,17,1292,95.27,Udemy,123.09,3.04,159032.28,0.1,Short,High
459,Course_459,Marketing,87,2671,98.62,LinkedIn Learning,86.32,3.71,230560.72,0.03,Long,High
460,Course_460,Finance,62,2509,79.62,LinkedIn Learning,174.39,3.31,437544.51,0.07,Long,High
461,Course_461,Design,69,1459,61.72,Udemy,124.13,4.57,181105.67,0.09,Long,Moderate
462,Course_462,Office Tools,54,742,73.13,Udemy,138.41,3.08,102700.22,0.19,Long,High
463,Course_463,Data Science,66,4482,99.94,LinkedIn Learning,142.44,3.21,638416.08,0.03,Long,High
464,Course_464,Office Tools,29,3449,71.1,Coursera,79.07,4.55,272712.43,0.02,Medium,High
465,Course_465,Design,85,670,84.65,edX,188.39,3.77,126221.3,0.28,Long,High
466,Course_466,Office Tools,40,4977,98.08,Coursera,87.03,3.13,433148.31,0.02,Medium,High
467,Course_467,Office Tools,45,3742,81.83,LinkedIn Learning,24.08,3.31,90107.36,0.01,Medium,High
468,Course_468,Data Science,15,1020,80.15,Coursera,184.35,4.38,188037.0,0.18,Short,High
469,Course_469,Business,100,1221,70.73,Coursera,96.91,3.79,118327.11,0.08,Long,High
470,Course_470,AI,39,1573,51.9,Udemy,62.52,3.18,98343.96,0.04,Medium,Moderate
471,Course_471,Technology,68,2850,96.14,LinkedIn Learning,67.03,4.12,191035.5,0.02,Long,High
472,Course_472,Design,46,762,52.04,edX,25.59,4.14,19499.58,0.03,Medium,Moderate
473,Course_473,Technology,78,3474,79.89,edX,51.61,4.47,179293.14,0.01,Long,High
474,Course_474,Programming,83,1123,77.27,Coursera,193.94,3.69,217794.62,0.17,Long,High
475,Course_475,Programming,16,3020,57.87,Udemy,180.74,4.64,545834.8,0.06,Short,Moderate
476,Course_476,Programming,47,3471,80.53,LinkedIn Learning,87.7,4.47,304406.7,0.03,Medium,High
477,Course_477,Data Science,40,2207,74.93,LinkedIn Learning,189.05,3.77,417233.35,0.09,Medium,High
478,Course_478,Programming,10,1781,80.94,Udemy,192.08,3.25,342094.48,0.11,Short,High
479,Course_479,Marketing,85,3833,61.7,LinkedIn Learning,31.55,4.85,120931.15,0.01,Long,Moderate
480,Course_480,Technology,16,4758,92.52,edX,175.28,4.93,833982.24,0.04,Short,High
481,Course_481,Programming,60,2191,64.71,Udemy,196.71,4.78,430991.61,0.09,Long,Moderate
482,Course_482,Programming,23,450,59.74,edX,63.05,3.79,28372.5,0.14,Medium,Moderate
483,Course_483,Office Tools,87,2105,95.5,edX,28.2,4.58,59361.0,0.01,Long,High
484,Course_484,Technology,90,2038,94.53,LinkedIn Learning,163.08,3.43,332357.04,0.08,Long,High
485,Course_485,Design,84,457,90.06,Coursera,13.08,4.78,5977.56,0.03,Long,High
486,Course_486,Business,19,1764,64.83,LinkedIn Learning,38.96,4.53,68725.44,0.02,Short,Moderate
487,Course_487,Finance,30,159,77.34,LinkedIn Learning,198.06,3.97,31491.54,1.25,Medium,High
488,Course_488,Data Science,52,818,55.03,edX,185.14,4.16,151444.52,0.23,Long,Moderate
489,Course_489,AI,86,2593,55.69,edX,94.27,3.04,244442.11,0.04,Long,Moderate
490,Course_490,Design,42,1396,96.01,Udemy,174.64,3.62,243797.44,0.13,Medium,High
491,Course_491,Technology,20,3301,81.92,LinkedIn Learning,98.62,3.89,325544.62,0.03,Medium,High
492,Course_492,Data Science,46,2316,96.51,Coursera,30.64,4.98,70962.24,0.01,Medium,High
493,Course_493,AI,96,1991,98.71,LinkedIn Learning,158.92,4.72,316409.72,0.08,Long,High
494,Course_494,Marketing,11,2049,75.31,LinkedIn Learning,95.49,4.31,195659.01,0.05,Short,High
495,Course_495,Finance,90,748,94.04,Udemy,11.01,3.54,8235.48,0.01,Long,High
496,Course_496,Programming,100,4577,80.93,Coursera,89.61,4.24,410144.97,0.02,Long,High
497,Course_497,Business,86,463,99.97,edX,176.4,3.71,81673.2,0.38,Long,High
498,Course_498,Programming,17,4649,57.32,Coursera,55.3,4.56,257089.7,0.01,Short,Moderate
499,Course_499,Business,61,1365,72.95,Coursera,93.55,4.04,127695.75,0.07,Long,High
500,Course_500,Design,71,2216,92.13,LinkedIn Learning,165.18,4.13,366038.88,0.07,Long,High
501,Course_501,Marketing,31,1458,90.48,Coursera,47.5,4.64,69255.0,0.03,Medium,High
502,Course_502,Design,42,1066,63.86,edX,88.98,4.29,94852.68,0.08,Medium,Moderate
503,Course_503,Design,20,454,77.24,Coursera,116.82,4.73,53036.28,0.26,Medium,High
504,Course_504,Design,74,456,95.34,edX,19.7,4.17,8983.2,0.04,Long,High
505,Course_505,Marketing,52,3039,74.25,Coursera,50.32,3.22,152922.48,0.02,Long,High
506,Course_506,Technology,76,1440,83.41,LinkedIn Learning,162.83,3.35,234475.2,0.11,Long,High
507,Course_507,Design,93,1096,92.45,edX,184.32,3.58,202014.72,0.17,Long,High
508,Course_508,Data Science,86,2436,87.35,Coursera,124.46,4.62,303184.56,0.05,Long,High
509,Course_509,Design,27,4495,97.22,Udemy,175.85,4.76,790445.75,0.04,Medium,High
510,Course_510,Data Science,16,4268,77.99,LinkedIn Learning,86.9,3.05,370889.2,0.02,Short,High
511,Course_511,Marketing,96,4517,95.69,edX,192.09,4.44,867670.53,0.04,Long,High
512,Course_512,Marketing,22,4793,88.27,Udemy,81.77,4.62,391923.61,0.02,Medium,High
513,Course_513,Technology,32,1823,53.2,Coursera,91.0,3.25,165893.0,0.05,Medium,Moderate
514,Course_514,AI,73,2699,70.17,edX,12.66,3.19,34169.34,0.0,Long,High
515,Course_515,Finance,44,2429,85.6,Coursera,107.44,4.12,260971.76,0.04,Medium,High
516,Course_516,Technology,84,513,53.32,LinkedIn Learning,139.88,4.24,71758.44,0.27,Long,Moderate
517,Course_517,AI,84,4485,91.73,LinkedIn Learning,187.98,3.85,843090.3,0.04,Long,High
518,Course_518,Finance,20,1899,91.49,Udemy,68.02,3.57,129169.98,0.04,Medium,High
519,Course_519,Design,32,4575,51.99,Coursera,123.25,4.42,563868.75,0.03,Medium,Moderate
520,Course_520,AI,62,4456,61.68,edX,66.75,3.72,297438.0,0.01,Long,Moderate
521,Course_521,Programming,77,3433,64.48,LinkedIn Learning,102.96,3.25,353461.68,0.03,Long,Moderate
522,Course_522,Finance,97,254,77.52,Coursera,76.75,4.11,19494.5,0.3,Long,High
523,Course_523,Design,82,1151,60.07,Udemy,74.09,3.45,85277.59,0.06,Long,Moderate
524,Course_524,Data Science,22,4717,92.68,Coursera,16.1,4.09,75943.7,0.0,Medium,High
525,Course_525,Finance,96,850,93.11,LinkedIn Learning,91.42,4.2,77707.0,0.11,Long,High
